http://www.tri-cityherald.com/news/local/article153344574.html,data/2017-05-30T18:36:08Z,Autocode-Test:Breach:Misuse:PHIDBR2018:,Robert-Topper,2017-05-30T18_36_08Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://newarkadvertiser.co.uk/news/2017/05/26/memory-stick-led-to-stolen-computer,data/2017-05-30T18:52:36Z,Autocode-Test:Breach:Physical:,swidup,2017-05-30T18_52_36Z,,Breach,,Breach:Error,,Breach:Error:PHIDBR2018:,,Breach:Hacking,,Breach:Hacking:Malware,,Breach:Malware,,Breach:Misuse,,Outage,,Malware,,Hacking,,DOS,,Breach:Physical,,Breach:pinboardimport:,,Breach:Social
http://oag.ca.gov/system/files/User%20Notice%20MyJSTOR_03.28_0.pdf,data/2014-04-25T22:46:25Z,Breach:Hacking:,swidup,2014-04-25T22_46_25Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Hackers-Blackmail-Belgian-Hosting-Firm-AlfaNet-439364.shtml,data/2014-04-25T16:52:32Z,Breach:Hacking:,swidup,2014-04-25T16_52_32Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.news.iastate.edu/news/2014/04/22/serverbreach,data/2014-04-22T19:46:33Z,Breach:Hacking:,hrbrmstr,2014-04-22T19_46_33Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.timesofisrael.com/israeli-group-posts-photos-of-not-so-anonymous-hackers/,data/2014-04-15T21:45:07Z,Breach:Hacking:,swidup,2014-04-15T21_45_07Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Digital-Storage-Company-LaCie-Hacked-437753.shtml,data/2014-04-15T21:43:03Z,Breach:Hacking:,hrbrmstr,2014-04-15T21_43_03Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://threatpost.com/heartbleed-saga-escalates-with-real-attacks-stolen-private-keys/105436,data/2014-04-15T21:42:06Z,Breach:Hacking:,krmaxwell,2014-04-15T21_42_06Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ottawacitizen.com/technology/social+insurance+numbers+taken+security+breach/9736501/story.html,data/2014-04-14T16:26:14Z,Breach:Hacking:,swidup,2014-04-14T16_26_14Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/church-donors-credit-card-and-banking-info-in-breach-after-third-party-service-provider-hacked/,data/2014-04-11T13:35:18Z,Breach:Hacking:,swidup,2014-04-11T13_35_18Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/jstor-notifying-800-users-that-account-information-was-accessed-by-unauthorized-individuals/,data/2014-04-01T20:43:18Z,Breach:Hacking:,swidup,2014-04-01T20_43_18Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/hacked-japanese-building-research-institute-responds-to-hack/?utm_medium=twitter&utm_source=louky_anon,data/2014-03-30T04:12:08Z,Breach:Hacking:,swidup,2014-03-30T04_12_08Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://engineering.prezi.com/blog/2014/03/24/prezi-got-pwned-a-tale-of-responsible-disclosure/,data/2014-03-24T19:37:08Z,Breach:Hacking:,swidup,2014-03-24T19_37_08Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/law-firm-notifies-employees-after-vendors-server-accessed/,data/2014-03-24T17:31:34Z,Breach:Hacking:,swidup,2014-03-24T17_31_34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.kirotv.com/news/news/cyber-hackers-now-targeting-social-workers/nfHtj/,data/2014-03-24T17:27:24Z,Breach:Hacking:,swidup,2014-03-24T17_27_24Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.saukvalley.com/2014/03/17/juenger-hacker-got-to-student-records/ac4nps8/,data/2014-03-20T18:48:14Z,Breach:Hacking:,swidup,2014-03-20T18_48_14Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreachtoday.com/3-indicted-in-cybercrime-scheme-a-6652,data/2014-03-20T18:28:32Z,Breach:Hacking:,swidup,2014-03-20T18_28_32Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/payroll-processor-hack-affects-at-least-two-clients-employees/,data/2014-03-20T18:23:30Z,Breach:Hacking:,whbaker,2014-03-20T18_23_30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.theregister.co.uk/2014/03/18/three_hack_banks_dod/,data/2014-03-20T18:19:54Z,Breach:Hacking:,swidup,2014-03-20T18_19_54Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.tweaktown.com/news/36397/hacker-forum-selling-stolen-credit-card-numbers-hacked/index.html?utm_content=buffer4dd97&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,data/2014-03-20T18:13:50Z,Breach:Hacking:,swidup,2014-03-20T18_13_50Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://arstechnica.com/security/2014/03/taken-in-phishing-attack-microsofts-dirty-laundry-aired-by-hacktivists/,data/2014-03-20T17:52:23Z,Breach:Hacking:,bhaskarvk,2014-03-20T17_52_23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.tripwire.com/state-of-security/top-security-stories/syrian-electronic-army-claims-hacked-u-s-central-command/?utm_content=bufferbc0a0&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,data/2014-03-18T00:36:48Z,Breach:Hacking:,hrbrmstr,2014-03-18T00_36_48Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://long-island.newsday.com/shopping/li-s-uncle-giuseppe-s-marketplace-reports-computer-data-breach-1.7308291,data/2014-03-13T01:30:12Z,Breach:Hacking:,swidup,2014-03-13T01_30_12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.neontommy.com/news/2014/03/hackers-leak-walmart-guide-silencing-workers,data/2014-03-12T23:52:32Z,Breach:Hacking:,swidup,2014-03-12T23_52_32Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.scmagazine.com//attacker-exploits-flaw-nabs-info-on-50000-statista-customers/article/337758/,data/2014-03-12T22:24:45Z,Breach:Hacking:,swidup,2014-03-12T22_24_45Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cyberwarnews.info/2014/03/12/russian-intel-and-spy-company-searchinform-hacked-client-apps-access-leaked-by-rucyborg/,data/2014-03-12T22:23:38Z,Breach:Hacking:,swidup,2014-03-12T22_23_38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.business-standard.com/article/pti-stories/computers-of-defence-establishment-hacked-114030601072_1.html,data/2014-03-06T17:48:45Z,Breach:Hacking:,swidup,2014-03-06T17_48_45Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Bitstamp-Warns-of-Phishing-Emails-After-Being-Hit-by-Hackers-430807.shtml,data/2014-03-06T17:42:45Z,Breach:Hacking:,swidup,2014-03-06T17_42_45Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.freep.com/article/20140303/NEWS01/303030085/Detroit-computer-security-breach,data/2014-03-05T00:25:56Z,Breach:Hacking:,swidup,2014-03-05T00_25_56Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://arstechnica.com/business/2014/03/mtgox-code-posted-by-hackers-as-company-files-for-bankruptcy-protection/,data/2014-03-04T22:27:20Z,Breach:Hacking:,swidup,2014-03-04T22_27_20Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://voiceofrussia.com/news/2014_02_23/Anonymous-Ukraine-releases-Klitschko-e-mails-showing-treason-3581/,data/2014-03-02T23:01:34Z,Breach:Hacking:,swidup,2014-03-02T23_01_34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cyberwarnews.info/2014/02/20/united-nations-internet-governance-forum-hacked-3215-accounts-leaked/,data/2014-02-21T16:09:42Z,Breach:Hacking:,jayjacobs,2014-02-21T16_09_42Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.esecurityplanet.com/network-security/bank-of-the-west-acknowledges-data-breach.html,data/2014-02-21T15:56:44Z,Breach:Hacking:,swidup,2014-02-21T15_56_44Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cyberwarnews.info/2014/02/21/church-of-scotland-hacked-1570-user-9-admin-accounts-leaked/,data/2014-02-21T04:32:59Z,Breach:Hacking:,swidup,2014-02-21T04_32_59Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.scmagazine.com/hackers-breach-texas-college-server-thousands-compromised/article/334663/,data/2014-02-21T03:26:18Z,Breach:Hacking:,swidup,2014-02-21T03_26_18Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://arstechnica.com/information-technology/2014/02/iranians-hacked-navy-network-for-4-months-not-a-surprise/,data/2014-02-21T03:24:06Z,Breach:Hacking:,whbaker,2014-02-21T03_24_06Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cyberwarnews.info/2014/02/20/church-of-cyprus-hacked-1000-account-credentials-leaked/,data/2014-02-20T03:01:57Z,Breach:Hacking:,swidup,2014-02-20T03_01_57Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cyberwarnews.info/2014/02/17/muslim-directory-hacked-38903-user-credentials-leaked/,data/2014-02-17T01:06:23Z,Breach:Hacking:,swidup,2014-02-17T01_06_23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.deepdotweb.com/2014/02/13/silk-road-2-hacked-bitcoins-stolen-unknown-amount/,data/2014-02-13T23:55:13Z,Breach:Hacking:,swidup,2014-02-13T23_55_13Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Hacker-Leaks-Details-of-The-National-Socialist-Party-of-Canada-Members-426571.shtml,data/2014-02-13T22:59:18Z,Breach:Hacking:,swidup,2014-02-13T22_59_18Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/RedHack-Leaks-Contact-Information-of-US-Embassy-Staff-426336.shtml,data/2014-02-13T21:41:08Z,Breach:Hacking:,thocoats,2014-02-13T21_41_08Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Cybercriminals-Use-CryptoLocker-to-Encrypt-Files-of-US-Law-Firm-425626.shtml,data/2014-02-10T16:59:11Z,Breach:Hacking:,swidup,2014-02-10T16_59_11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.towleroad.com/2014/02/russian-gay-dating-app-blocked-in-sochi-users-sent-threats-of-arrest.html,data/2014-02-07T17:39:10Z,Breach:Hacking:,hrbrmstr,2014-02-07T17_39_10Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://pastebin.com/ub5ra1jS,data/2014-02-07T15:12:15Z,Breach:Hacking:,swidup,2014-02-07T15_12_15Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://pastebin.com/LNuuYHww,data/2014-02-07T15:08:42Z,Breach:Hacking:,swidup,2014-02-07T15_08_42Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.techworm.in/2014/02/mark-monitor-hacked-by-syrian.html,data/2014-02-06T01:49:01Z,Breach:Hacking:,swidup,2014-02-06T01_49_01Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/nullcrew-claims-hack-of-comcast-mail-servers/?utm_medium=twitter&utm_source=twitterfeed,data/2014-02-06T00:53:24Z,Breach:Hacking:,swidup,2014-02-06T00_53_24Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://arstechnica.com/security/2014/02/joining-microsoft-ebays-sensitive-e-mail-is-intercepted-by-hackers/,data/2014-02-05T21:17:03Z,Breach:Hacking:,swidup,2014-02-05T21_17_03Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://pastebin.com/gX5uz0K8,data/2014-02-04T17:35:07Z,Breach:Hacking:,swidup,2014-02-04T17_35_07Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://pastebin.com/eXWeqT1S,data/2014-02-04T17:30:44Z,Breach:Hacking:,swidup,2014-02-04T17_30_44Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/redhack-hacks-ttnet-turkeys-largest-isp/,data/2014-02-04T02:25:32Z,Breach:Hacking:,thocoats,2014-02-04T02_25_32Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ibtimes.co.uk/anonymous-slovenia-claims-fbi-hacked-1434933,data/2014-02-03T21:03:35Z,Breach:Hacking:,swidup,2014-02-03T21_03_35Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Russian-Man-Sentenced-to-30-Months-in-Jail-for-Hacking-Trading-Accounts-422876.shtml,data/2014-02-01T18:56:28Z,Breach:Hacking:,swidup,2014-02-01T18_56_28Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Hackers-Claim-to-Have-Breached-Bell-Canada-s-Systems-422952.shtml,data/2014-02-01T18:29:34Z,Breach:Hacking:,Spitler,2014-02-01T18_29_34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/white-lodging-confirms-another-long-running-payment-card-suspected-breach/,data/2014-01-31T21:12:18Z,Breach:Hacking:,swidup,2014-01-31T21_12_18Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.pnj.com/article/20140127/NEWS01/301270013/McGuire-s-alerts-customers-to-credit-card-breach?nclick_check=1,data/2014-01-28T19:24:04Z,Breach:Hacking:,swidup,2014-01-28T19_24_04Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://zeenews.india.com/news/net-news/yahooxtra-email-accounts-compromised-following-security-breach_907162.html,data/2014-01-28T19:19:56Z,Breach:Hacking:,swidup,2014-01-28T19_19_56Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.securityweek.com/hackers-steal-law-enforcement-inquiry-documents-microsoft,data/2014-01-25T20:34:13Z,Breach:Hacking:,swidup,2014-01-25T20_34_13Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.smh.com.au/technology/technology-news/hackers-hold-sydney-startups-customer-database-for-ransom-20170601-gwi78t.html,data/2017-06-01T21:38:34Z,Breach:Hacking:Malware:,Robert-Topper,2017-06-01T21_38_34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fox25boston.com/news/trending-now/chipotle-investigating-credit-card-data-breach/516656887,data/2017-04-28T22:41:34Z,Breach:Hacking:Malware:,Robert-Topper,2017-04-28T22_41_34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.usnews.com/news/hawaii/articles/2017-02-25/resort-tour-company-warn-customers-after-data-breach,data/2017-02-28T17:21:47Z,Breach:Hacking:Malware:,Robert-Topper,2017-02-28T17_21_47Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://oag.ca.gov/ecrime/databreach/reports/sb24-64682,data/2017-02-10T22:45:05Z,Breach:Hacking:Malware:,Robert-Topper,2017-02-10T22_45_05Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://oag.ca.gov/ecrime/databreach/reports/sb24-64455,data/2017-02-10T22:27:37Z,Breach:Hacking:Malware:,ama0990,2017-02-10T22_27_37Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://oag.ca.gov/ecrime/databreach/reports/sb24-65625,data/2017-02-09T19:23:35Z,Breach:Hacking:Malware:,Robert-Topper,2017-02-09T19_23_35Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.washingtonpost.com/local/public-safety/hackers-hit-dc-police-closed-circuit-camera-network-city-officials-disclose/2017/01/27/d285a4a4-e4f5-11e6-ba11-63c4b4fb5a63_story.html,data/2017-01-29T06:26:06Z,Breach:Hacking:Malware:,Robert-Topper,2017-01-29T06_26_06Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.networkworld.com/article/3157747/security/pot-dispensary-it-director-asks-for-help-after-tracking-system-software-was-hacked.html,data/2017-01-17T04:25:57Z,Breach:Hacking:Malware:,ama0990,2017-01-17T04_25_57Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://motherboard.vice.com/read/san-fran-subway-hackers-now-threaten-to-publicly-dump-data?utm_source=mbtwitter,data/2016-11-29T18:48:36Z,Breach:Hacking:Malware:,Robert-Topper,2016-11-29T18_48_36Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.wsj.com/articles/omni-hotels-warns-of-data-breach-1468010853,data/2016-07-08T21:41:23Z,Breach:Hacking:Malware:,ama0990,2016-07-08T21_41_23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.scmagazine.com/luckypet-data-breach-compromises-online-payment-info/article/492470/,data/2016-04-29T00:05:17Z,Breach:Hacking:Malware:,Spitler,2016-04-29T00_05_17Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/fappening-forum-users-hit-by-data-breach-malvertising-and-then-by-ransomware/,data/2016-04-16T22:41:01Z,Breach:Hacking:Malware:,roniangel,2016-04-16T22_41_01Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/rubberstamps-net-incipio-notify-customers-of-breaches/,data/2016-02-26T05:25:54Z,Breach:Hacking:Malware:,Robert-Topper,2016-02-26T05_25_54Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/kalahari-resorts-in-wisconsin-and-ohio-hit-by-payment-card-breach/,data/2015-12-03T20:59:31Z,Breach:Hacking:Malware:,dhylender,2015-12-03T20_59_31Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/ct-alerted-that-banks-had-discovered-a-problem-swiss-cleaners-investigates-and-notifies-customers-of-payment-card-breach-that-began-in-2014/,data/2015-11-17T05:58:39Z,Breach:Hacking:Malware:,ama0990,2015-11-17T05_58_39Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/north-korean-hackers-suspected-for-attack-on-seoul-s-subway-system-493692.shtml,data/2015-10-05T16:36:37Z,Breach:Hacking:Malware:,swidup,2015-10-05T16_36_37Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://host.madison.com/daily-cardinal/uwpd-launches-investigation-into-identity-theft-involving-staff-members-local/article_63b52128-5697-11e5-8c4c-2fc8fea75b07.html,data/2015-09-09T16:46:51Z,Breach:Hacking:Malware:,kjessen,2015-09-09T16_46_51Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Kaspersky-Lab-Internal-Systems-Hit-by-Cyber-Attack-with-Duqu-2-483911.shtml,data/2015-06-10T17:35:51Z,Breach:Hacking:Malware:,swidup,2015-06-10T17_35_51Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dw.de/data-stolen-during-hack-attack-on-german-parliament-berlin-says/a-18486900,data/2015-06-03T17:23:15Z,Breach:Hacking:Malware:,swidup,2015-06-03T17_23_15Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Safe-and-Vault-Store-Suffers-Cyber-Security-Breach-482622.shtml,data/2015-05-28T16:51:22Z,Breach:Hacking:Malware:,swidup,2015-05-28T16_51_22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://gawker.com/sony-was-hacked-in-february-and-chose-to-stay-silent-1670025366,data/2014-12-13T03:11:31Z,Breach:Hacking:Malware:,swidup,2014-12-13T03_11_31Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.businessweek.com/articles/2014-12-11/iranian-hackers-hit-sheldon-adelsons-sands-casino-in-las-vegas,data/2014-12-11T21:32:07Z,Breach:Hacking:Malware:,swidup,2014-12-11T21_32_07Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://theupsstore.allclearid.com,data/2014-08-21T15:38:21Z,Breach:Hacking:Malware:,swidup,2014-08-21T15_38_21Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.scmagazine.com/misfortune-cookie-mr-chow-restaurants-website-hacked-to-distribute-ransomware/article/519887/,data/2016-09-01T23:11:30Z,Breach:Hacking:Malware:Needs Review:,Robert-Topper,2016-09-01T23_11_30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://krebsonsecurity.com/2014/10/banks-credit-card-breach-at-staples-stores/,data/2014-10-21T00:17:33Z,Breach:Hacking:Malware:Needs Review:POS:,Spitler,2014-10-21T00_17_33Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.kaaltv.com/news/data-breach-family-services-rochester/4405076/,data/2017-02-23T18:54:02Z,Breach:Hacking:Malware:PHIDBR2018:,kjessen,2017-02-23T18_54_02Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://oag.ca.gov/ecrime/databreach/reports/sb24-65226,data/2017-02-09T19:41:20Z,Breach:Hacking:Malware:PHIDBR2018:,Spitler,2017-02-09T19_41_20Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.networkworld.com/article/3158832/security/cyber-scum-suckers-hit-cancer-agency-with-ransomware-threaten-to-contact-families.html,data/2017-01-19T18:52:45Z,Breach:Hacking:Malware:PHIDBR2018:,Robert-Topper,2017-01-19T18_52_45Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cadillacnews.com/news_story/?story_id=1820339&year=2014&issue=20140726,data/2014-07-27T22:17:14Z,Breach:Hacking:Malware:POS:,gdbassett,2014-07-27T22_17_14Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.bleepingcomputer.com/news/security/fired-employee-hacks-and-shuts-down-smart-water-readers-in-five-us-cities/,data/2017-06-29T22:50:28Z,Breach:Hacking:Misuse:,swidup,2017-06-29T22_50_28Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.vancouversun.com/technology/former+vancouver+tech+employee+accused+cyber+attack/11438357/story.html?__lsa=ded1-c4e0,data/2015-10-16T14:53:55Z,Breach:Hacking:Misuse:,swidup,2015-10-16T14_53_55Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.enewspf.com/latest-news/law-and-order/federal-and-international/64625-twin-brothers-sentenced-for-wire-fraud-conspiring-to-hack-into-u-s-department-of-state-and-private-company.html,data/2015-10-03T07:45:58Z,Breach:Hacking:Misuse:,nicolasvillatte,2015-10-03T07_45_58Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.nltimes.nl/2015/08/17/bored-hacker-gets-community-service-fine-for-hacking-jumbo-computers/,data/2015-08-17T16:05:12Z,Breach:Hacking:Misuse:,swidup,2015-08-17T16_05_12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fox13memphis.com/top-stories/fbi-believes-a-collierville-man-hacked-computer-to-steal-personal-information-of-autistic-children/539294774,data/2017-06-30T04:49:54Z,Breach:Hacking:Misuse:PHIDBR2018:,swidup,2017-06-30T04_49_54Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://themerkle.com/litecointalk-breach-severe/,data/2016-03-14T18:03:11Z,Breach:Hacking:Needs Details:,ama0990,2016-03-14T18_03_11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.mirror.co.uk/tech/anonymous-releases-details-52-police-7415832,data/2016-02-22T20:39:55Z,Breach:Hacking:Needs Details:,Robert-Topper,2016-02-22T20_39_55Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/time-warner-cable-notifies-320000-customers-to-change-e-mail-passwords/,data/2016-01-06T23:51:59Z,Breach:Hacking:Needs Details:,Spitler,2016-01-06T23_51_59Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cbs58.com/story/30728225/wauwatosa-police-to-examine-hacked-burger-king-computers,data/2015-12-17T06:02:48Z,Breach:Hacking:Needs Details:,Robert-Topper,2015-12-17T06_02_48Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://krebsonsecurity.com/2015/09/banks-card-breach-at-hilton-hotel-properties/,data/2015-09-25T20:54:52Z,Breach:Hacking:Needs Details:,swidup,2015-09-25T20_54_52Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://consumerist.com/2015/08/07/report-hackers-may-have-breached-sabre-reservations-systems-american-airlines/,data/2015-08-07T17:41:03Z,Breach:Hacking:Needs Details:,Spitler,2015-08-07T17_41_03Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.pandasecurity.com/mediacenter/security/online-purchases-could-be-in-danger-breach-magentos-security/,data/2015-07-16T19:06:23Z,Breach:Hacking:Needs Details:,nicolasvillatte,2015-07-16T19_06_23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bbc.com/news/world-europe-33219276,data/2015-06-22T02:41:13Z,Breach:Hacking:Needs Details:,swidup,2015-06-22T02_41_13Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://pastebin.com/1E1nBAFi,data/2014-06-13T15:07:15Z,Breach:Hacking:Needs Details:,hrbrmstr,2014-06-13T15_07_15Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bankinfosecurity.com/pf-changs-breach-link-to-target-a-6943,data/2014-06-12T16:57:57Z,Breach:Hacking:Needs Details:,swidup,2014-06-12T16_57_57Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.coindesk.com/localbitcoins-shrugs-security-breach/,data/2014-05-06T20:27:27Z,Breach:Hacking:Needs Details:,hrbrmstr,2014-05-06T20_27_27Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/big-tree-solutions-data-breach-affected-those-who-ordered-online-from-restaurants/,data/2014-01-29T22:12:45Z,Breach:Hacking:Needs Details:,swidup,2014-01-29T22_12_45Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.databreaches.net/developing-central-ohio-urology-group-hacked-phi-dumped-hactivist/,data/2016-08-02T16:42:09Z,Breach:Hacking:Needs Details:PHIDBR2017:,Spitler,2016-08-02T16_42_09Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.gsnmagazine.com/node/42512?utm_content=8134381&utm_medium=social&utm_source=linkedin,data/2014-09-22T15:46:06Z,Breach:Hacking:Needs Details:POS:,gdbassett,2014-09-22T15_46_06Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bankinfosecurity.com/pos-vendor-warns-restaurant-breach-a-7009,data/2014-07-03T16:25:42Z,Breach:Hacking:Needs Details:POS:,gdbassett,2014-07-03T16_25_42Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ibtimes.co.uk/ourmine-hacker-group-briefly-takes-over-variety-website-spams-subscribers-dozens-emails-1579658#,data/2016-09-06T16:44:34Z,Breach:Hacking:Needs Review:,Robert-Topper,2016-09-06T16_44_34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.welivesecurity.com/2017/05/22/zomato-working-ethical-hacker-improve-security/,data/2017-05-30T23:53:16Z,Breach:Hacking:PHIDBR2017:,Robert-Topper,2017-05-30T23_53_16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.stcatharinesstandard.ca/2017/07/11/community-care-hacked,data/2017-07-12T18:07:36Z,Breach:Hacking:PHIDBR2018:,swidup,2017-07-12T18_07_36Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.stcatharinesstandard.ca/2017/07/11/community-care-hacked,data/2017-07-12T18:07:36Z,Breach:Hacking:PHIDBR2018:,swidup,2017-07-12T18_07_36Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.databreaches.net/they-view-it-as-hollywood-but-thedarkoverlord-hit-another-medical-entity/,data/2017-06-30T04:39:38Z,Breach:Hacking:PHIDBR2018:,swidup,2017-06-30T04_39_38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
